media,date,ranking,title,url,words
yahoo,2022-12-26,1,助手席の中１三男、４６歳母が文化包丁で殺害 三男乗せたまま出頭し「殺してしまった」,https://news.yahoo.co.jp/articles/8a032428d44d898dbe90eadcb0d936c0d5a6395b,助手席 中１三男 ４６歳母 文化包丁 殺害 三男 まま出頭
yahoo,2022-12-26,2,【速報】埼玉・飯能市 “ハンマー殴打”男女3人殺害 近くに住む40歳の男を逮捕 身柄を警察署に移送,https://news.yahoo.co.jp/articles/32b1c69fe3ed6cb956d681946a5634f9579dd9a1,速報 埼玉 飯能市 ハンマー殴打 男女3人殺害 近く 40歳 男 逮捕 身柄 警察署 移送
yahoo,2022-12-26,3,ラジオ「百万人の英語」の御園和夫さん事故死 横断歩道で妻と２人はねられる,https://news.yahoo.co.jp/articles/797f605da9db601820b7e4359693b40a88790263,ラジオ 百万人 英語 御園和夫さん事故死 横断歩道 妻 ２人
yahoo,2022-12-26,4,介護ベッドに火を放ち、寝たきりの夫と息子を殺害 「あんたが全部悪いのよ」裁判で見えた妻の“浪費”と夫の“浮気”,https://news.yahoo.co.jp/articles/57171d3f768c57542708f410eb0f20fe23d3a547,介護ベッド 火 寝たきり 夫 息子 殺害 全部 裁判 妻 浪費 夫 浮気
yahoo,2022-12-26,5,東国原英夫氏が宮崎県知事選敗れる「組織の壁は厚かった」猛追も一歩及ばず 今後の予定は白紙,https://news.yahoo.co.jp/articles/99e3bc05392e89f1c294735cbfbb861bef485d01,東国原英夫氏 宮崎県知事選 組織 壁 猛追 一歩 今後 予定 白紙
yahoo,2022-12-26,6,駅で列車にはねられ高校生死亡 助けようとした?男性重傷 埼玉,https://news.yahoo.co.jp/articles/37173887f08e051a04a395055fdfc781fd7f2555,駅 列車 高校生死亡 ?男性重傷 埼玉
yahoo,2022-12-26,7,埼玉・飯能の3人殺害、近所の40歳男性を逮捕 殺人未遂容疑,https://news.yahoo.co.jp/articles/3e53108fb4b9e3bed8162ac0874369a4ef1dbbad,埼玉 飯能 3人殺害 近所 40歳男性 逮捕 殺人未遂容疑
yahoo,2022-12-26,8,「今度はやめん」も東国原氏及ばず 宮崎知事選、現職が4選,https://news.yahoo.co.jp/articles/269875abf3d3330c8130aefa9946d35e59b7db2e,今度 東国原氏 宮崎知事選 現職 4選
yahoo,2022-12-26,9,宮崎知事選は激戦 投げ出し批判、東国原氏がアピール力で猛追,https://news.yahoo.co.jp/articles/b2d83287dc8ebab257b3f753516473b268de9957,宮崎知事選 激戦 批判 東国原氏 アピール力 猛追
yahoo,2022-12-26,10,現職河野氏と東国原氏が横一線 宮崎知事選、夜に大勢判明,https://news.yahoo.co.jp/articles/ba958f18997dda6048b3475f4ac492205c87ad6b,現職河野氏 東国原氏 横一線 宮崎知事選 夜 大勢判明
yahoo,2022-12-26,11,甲子園で喫煙の熊本県議が辞意 26日にも辞職届、来春出馬方針,https://news.yahoo.co.jp/articles/cc5bb800dea84f87fd3d2e29298ff55e572a02eb,甲子園 喫煙 熊本県議 辞意 26日 辞職届 来春出馬方針
yahoo,2022-12-26,12,埼玉・飯能の男女３人殺害、４０歳男を逮捕 現場では１年前に車損壊の被害,https://news.yahoo.co.jp/articles/69753d1946e46fc130ecbcb41f8985851672c97f,埼玉 飯能 男女３人殺害 ４０歳男 逮捕 現場 １年前 車損壊 被害
yahoo,2022-12-26,13,トイレに座った状態で死亡していた父親、目の付近に腫れ 同居の息子が顔を数回殴る,https://news.yahoo.co.jp/articles/215a413f634b59a11d2a2a64415d0cc9f7f11af6,トイレ 状態 死亡 父親 目 付近 同居 息子 顔 数回
yahoo,2022-12-26,14,熊本県議、道違ったタクシー運転手に「うち殺すぞ」 夏には甲子園の応援席で喫煙,https://news.yahoo.co.jp/articles/0378c4b3abe8d9f242e2eb2f920b3c5ae49b1135,熊本県議 道 タクシー運転手 夏 甲子園 応援席 喫煙
yahoo,2022-12-26,15,ラジオ「百万人の英語」の御園和夫さん、横浜市内で車にはねられ死亡,https://news.yahoo.co.jp/articles/c16f0afd5bee906c9f2aa0b1be07a0004301149d,ラジオ 百万人 英語 御園和夫さん 横浜市内 車 死亡
yahoo,2022-12-26,16,９１歳母「犯人逮捕」記す日いつに 世田谷一家殺害２２年、解決願い日記,https://news.yahoo.co.jp/articles/711db027ae4a0b51ca4b120d0a1a5d8d7a9a097e,９１歳母 犯人逮捕 日いつ 世田谷一家殺害２２年 解決願い日記
yahoo,2022-12-26,17,現職の河野俊嗣氏が4選、前知事の東国原英夫氏を破る 宮崎県知事選,https://news.yahoo.co.jp/articles/57213c7edaa7ecede40d8de1c0f2036a604c26c6,現職 河野俊嗣氏 4選 知事 東国原英夫氏 宮崎県知事選
yahoo,2022-12-26,18,宮崎知事選、河野俊嗣氏が4選確実 前職・東国原氏らを破る,https://news.yahoo.co.jp/articles/8baf338cc61ad11b20b98d3eb0c7556e0b817836,宮崎知事選 河野俊嗣氏 4選確実 前職 東国原氏ら
yahoo,2022-12-26,19,「私の力及ばなかった」と東国原氏,https://news.yahoo.co.jp/articles/eb80a27ea98e05bcad90caaef2c244fbdee417c1,力 東国原氏
yahoo,2022-12-26,20,埼玉・飯能市の住宅で3人殺害か 現場近くに住む40歳の男を逮捕,https://news.yahoo.co.jp/articles/5c12e69a6b610f7b23db2e5d3ab1aa5889157d90,埼玉 飯能市 住宅 3人殺害 現場近く 40歳 男 逮捕
yahoo,2022-12-26,21,マスクの男が 惨劇目撃の住民、声震わせ「怖い」 埼玉3人死亡,https://news.yahoo.co.jp/articles/2565fd0f47dede204f638c584491f510e8e14b84,マスク 男 惨劇目撃 住民 声 埼玉3人死亡
yahoo,2022-12-26,22,新年に帽子姿の愛子さま“花の飾りの意味”が明らかに 皇后さまの帽子も手がけるデザイナーにその秘密を取材,https://news.yahoo.co.jp/articles/1990de69f05cddbc16b19ab6410ae3d72b7de52a,新年 帽子姿 愛子さま 花 飾り 意味 明らか 皇后さま 帽子 デザイナー 秘密 取材
yahoo,2022-12-26,23,夫婦と娘か、「口論をしている」と通報の住宅敷地で３人死亡 ハンマー？持つ男が逃走,https://news.yahoo.co.jp/articles/b004f9bbe5a24d6e92ae15e4c1aaea2369f8d5d0,夫婦 娘 口論 通報 住宅敷地 ３人死亡 ハンマー 男 逃走
yahoo,2022-12-26,24,宮崎県知事に河野氏4選確実 東国原氏は返り咲きならず,https://news.yahoo.co.jp/articles/608c112214c52bd4b9f810d16d607bdd1908ecc2,宮崎県知事 河野氏4選確実 東国原氏
yahoo,2022-12-26,25,現場近くに住む40歳の男を殺人容疑で逮捕 埼玉県警 飯能市の住宅で3人死亡,https://news.yahoo.co.jp/articles/d7a8fb67693c91f8675428a27eb228369ae469c2,現場近く 40歳 男 殺人容疑 逮捕 埼玉県警 飯能市 住宅 3人死亡
yahoo,2022-12-26,26,【速報】埼玉・飯能市で男女3人死亡 近くに住む40代の男を殺人容疑で逮捕,https://news.yahoo.co.jp/articles/21c5e72ea16dfe0736aebb51fb91ac4c831ce633,速報 埼玉 飯能市 男女3人死亡 近く 40代 男 殺人容疑 逮捕
yahoo,2022-12-26,27,「うち殺すぞ!」喫煙で問題の熊本県議、タクシーで暴言 議員辞職へ,https://news.yahoo.co.jp/articles/518a3f1b4a9efe97ff69b8ac0d7495d7ae056279,!」喫煙 問題 熊本県議 タクシー 暴言 議員辞職
yahoo,2022-12-26,28,宮崎県知事選、投票始まる 4選目指す現職に東国原氏ら挑む,https://news.yahoo.co.jp/articles/defc601bf4e08f296b5eac32ee4e8248069e4dca,宮崎県知事選 投票 4選 現職 東国原氏ら
yahoo,2022-12-26,29,記者ががんになった 聞けなかった「完治」したのか,https://news.yahoo.co.jp/articles/88dd19660476dd3cfacca17c7672edc00ef0d012,記者 がん 完治
yahoo,2022-12-26,30,年末は北日本に強い寒気 年始のUターンは大荒れか,https://news.yahoo.co.jp/articles/3a862d2695b430b31660d6bfc6c86a1a5bfc72e3,年末 北日本 寒気 年始 Uターン
yahoo,2022-12-26,31,3人殺害、住宅の車壊した容疑で過去に逮捕,https://news.yahoo.co.jp/articles/796908de483496a9b862499367a46d19afd0d143,3人殺害 住宅 車 容疑 過去 逮捕
yahoo,2022-12-26,32,吉村知事「コロナに効く」から２年、うがい薬研究ひっそり終了 専門家「推奨できる結果なし」,https://news.yahoo.co.jp/articles/4bb9859a7b5ed00daacd58f35095869fc044b734,吉村知事 コロナ ２年 薬研究 終了 専門家 推奨 結果
