media,date,ranking,title,url,words
mainichi,2022-12-23,1,首相、秋葉復興相交代で調整 事務所費問題で野党追及 通常国会前に,https://mainichi.jp/articles/20221223/k00/00m/010/337000c,首相 秋葉復興相交代 調整 事務所費問題 野党追及 通常国会前
mainichi,2022-12-23,2,23年度当初予算案を閣議決定 過去最大114兆円、防衛費大幅増,https://mainichi.jp/articles/20221223/k00/00m/010/104000c,23年度当初予算案 閣議決定 過去最大114兆円 防衛費大幅増
mainichi,2022-12-23,3,有楽町線からの地下鉄延伸を阻む壁 世界に四つしかない重要施設,https://mainichi.jp/articles/20221221/k00/00m/040/439000c,有楽町線 地下鉄延伸 壁 世界 四つ 重要施設
mainichi,2022-12-23,4,紀平梨花「不運は自分で作ったものかも」 全日本フィギュア,https://mainichi.jp/articles/20221222/k00/00m/050/330000c,紀平梨花 不運 自分 全日本フィギュア
mainichi,2022-12-23,5,「国に帰ればいい」 日系ブラジル人の生活保護拒否、誤情報伝える,https://mainichi.jp/articles/20221223/k00/00m/040/005000c,国 日系ブラジル人 生活保護拒否 情報
mainichi,2022-12-23,6,女子59キロ級で金城梨紗子が優勝 レスリング全日本選手権,https://mainichi.jp/articles/20221223/k00/00m/050/365000c,女子59キロ級 金城梨紗子 優勝 レスリング全日本選手権
mainichi,2022-12-23,7,かなだいがオペラ座の怪人を練習 全日本フィギュア・アイスダンス,https://mainichi.jp/articles/20221223/k00/00m/050/107000c,かなだい オペラ座 怪人 練習 全日本フィギュア アイスダンス
mainichi,2022-12-23,8,「わー、よかった」明るい娘に“嫌な予感” 「キッズライン」性被害 母が証言,https://mainichi.jp/articles/20200713/k00/00m/040/208000c,わー 娘 嫌 予感 キッズライン 性被害 母 証言
mainichi,2022-12-23,9,「妊娠したら解雇」発言 技能実習生4人に1人が経験 入管庁調査,https://mainichi.jp/articles/20221223/k00/00m/040/261000c,妊娠 解雇 発言 技能実習生4人 1人 経験 入管庁調査
mainichi,2022-12-23,10,「こんな生活嫌や」 性被害明かした19歳を襲った悪夢の日々,https://mainichi.jp/articles/20220225/k00/00m/040/167000c,生活嫌 性被害 19歳 悪夢 日々
mainichi,2022-12-23,11,書店員3人が選ぶ 年越しにオススメの本,https://mainichi.jp/articles/20221223/dde/012/040/003000c,書店員3人 年越し オススメ 本
mainichi,2022-12-23,12,状況再現、下着の提出 性被害に遭った弁護士が実感した心的負担,https://mainichi.jp/articles/20220912/k00/00m/040/176000c,状況再現 下着 提出 性被害 弁護士 実感 心的負担
mainichi,2022-12-23,13,「同性婚カップルを差別しないで」 口頭弁論で原告 大阪高裁控訴審,https://mainichi.jp/articles/20221223/k00/00m/040/310000c,同性婚カップル 差別 口頭弁論 原告 大阪高裁控訴審
mainichi,2022-12-23,14,「小学生の娘はこの夏、性暴力を受けました」 告白決めた父の真意,https://mainichi.jp/articles/20221208/k00/00m/040/064000c,小学生 娘 夏 性暴力 告白 父 真意
mainichi,2022-12-23,15,少子高齢化のミカンの街 経験者少ない県立高が16年連続出場の理由,https://mainichi.jp/articles/20221221/k00/00m/050/130000c,少子高齢化 ミカン 街 経験者 県立高 16年連続出場 理由
mainichi,2022-12-23,16,自民、次期衆院選72選挙区の公認予定者を決定 10増10減受け,https://mainichi.jp/articles/20221223/k00/00m/010/149000c,自民 次期衆院選72選挙区 公認予定者 決定 10増10減
mainichi,2022-12-23,17,紅白に安全地帯、37年ぶり出演決定 ドラムの田中裕二さん死去,https://mainichi.jp/articles/20221223/k00/00m/200/094000c,紅白 安全地帯 37年ぶり出演決定 ドラム 田中裕二さん死去
mainichi,2022-12-23,18,切り売りされた湿原 守ったのに 今度はソーラーパネルの海?,https://mainichi.jp/articles/20221221/k00/00m/040/413000c,切り売り 湿原 今度 ソーラーパネル 海?
mainichi,2022-12-23,19,りくりゅう「悪いことが全部重なった」 全日本選手権を欠場,https://mainichi.jp/articles/20221222/k00/00m/050/072000c,りくりゅう 全部 全日本選手権 欠場
mainichi,2022-12-23,20,昨年は独走→失速 今年の都大路は? 西脇工・長嶋幸宝の矜持,https://mainichi.jp/articles/20221222/k00/00m/050/082000c,昨年 独走 失速 今年 都大路 ? 西脇工 長嶋幸宝 矜持
