media,date,ranking,title,url,words
goo,2022-12-23,1,仕事をめぐりトラブルか、神奈川県茅ケ崎市の殺人事件 容疑認める,https://news.goo.ne.jp/article/asahi/nation/ASQDR3G95QDQUTIL048.html,仕事 トラブル 神奈川県茅ケ崎市 殺人事件 容疑
goo,2022-12-23,2,「国に帰ればいい」 日系ブラジル人の生活保護拒否、誤情報伝える,https://news.goo.ne.jp/article/mainichi/nation/mainichi-20221223k0000m040005000c.html,国 日系ブラジル人 生活保護拒否 情報
goo,2022-12-23,3,「茅ヶ崎の件知ってますか。私がやりました」 逮捕の50歳男は千葉県警茂原署に出頭 神奈川・茅ヶ崎市の男性殺害事件,https://news.goo.ne.jp/article/abematimes/nation/abematimes-10061493.html,茅ヶ崎 件 逮捕 50歳男 千葉県警茂原署 出頭 神奈川 茅ヶ崎市 男性殺害事件
goo,2022-12-23,4,自民・二階氏 防衛費増税は「唐突」「順序の逆転ダメ」 首相の説明不足を批判,https://news.goo.ne.jp/article/fnn/nation/fnn-463081.html,自民 二階氏 防衛費増税 唐突 順序 逆転ダメ 首相 説明不足 批判
goo,2022-12-23,5,森喜朗氏「スポンサー決定、私に一任」地検に供述 高橋被告の「よからぬ噂」聞いた,https://news.goo.ne.jp/article/yomiuri/nation/20221222-567-OYT1T50248.html,森喜朗氏 スポンサー決定 一任 地検 供述 高橋被告 噂
goo,2022-12-23,6,「手かざし治療」グループ主宰の女ら３人逮捕 女性に謝罪強要疑い 兵庫県警,https://news.goo.ne.jp/article/sankei/nation/sankei-_west_west_affairs_W5ZWNNIOFJPNXNBTNLTCCM7YAE.html,手かざし治療 グループ主宰 女ら３人逮捕 女性 謝罪強要疑い 兵庫県警
goo,2022-12-23,7,50歳の男を逮捕、容疑認める 神奈川県茅ケ崎市の男性殺害事件で,https://news.goo.ne.jp/article/asahi/nation/ASQDQ759GQDQULOB014.html,50歳 男 逮捕 容疑 神奈川県茅ケ崎市 男性殺害事件
goo,2022-12-23,8,石川県に「顕著な大雪に関する気象情報」 気象台発表,https://news.goo.ne.jp/article/tenkijp/nation/tenkijp-21103.html,石川県 顕著 大雪 気象情報 気象台発表
goo,2022-12-23,9,道路影響予測 26日にかけて大荒れや大雪 吹きだまりによる交通への影響に警戒,https://news.goo.ne.jp/article/tenkijp/nation/tenkijp-21098.html,道路影響予測 26日 大雪 吹きだまり 交通 影響 警戒
goo,2022-12-23,10,きょう23日は暴風雪・暴風に警戒 大雪には25日まで注意が必要な所も,https://news.goo.ne.jp/article/tenkijp/nation/tenkijp-21102.html,きょう23日 暴風雪 暴風 警戒 大雪 25日 注意 必要
