media,date,ranking,title,url,words
dmenu,2022-12-21,1,「オンナがいる中隊は訓練が楽でいい、建物すらオンナ臭い」防衛大女子1期生が「どんな差別的な新人いびり」にも負けなかった理由,https://topics.smt.docomo.ne.jp/article/bunshun/nation/bunshun-59473?fm=ranking,オンナ 中隊 訓練 楽 建物 オンナ 防衛 女子1期生 差別的 新人 理由
dmenu,2022-12-21,2,「大雪の場合は不要不急の外出控えて」気象庁と国交省が緊急の呼びかけ 寒気が前回よりも強く広範囲かつ長期間大雪となる可能性,https://topics.smt.docomo.ne.jp/article/tbs/nation/tbs-6058611?fm=ranking,大雪 場合 不要不急 外出 気象庁 国交省 緊急 寒気 前回 広範囲 長期間大雪 可能性
dmenu,2022-12-21,3,タクシー運転手のスマホを取り上げた疑い 「ジャンカラ」社長逮捕,https://topics.smt.docomo.ne.jp/article/mainichi/nation/mainichi-20221220k0000m040193000c?fm=ranking,タクシー運転手 スマホ 疑い ジャンカラ 社長逮捕
dmenu,2022-12-21,4,茅ヶ崎市男性“刺殺” 上半身の複数箇所を刺されていたことが判明 強い殺意で犯行か 男は逃走中,https://topics.smt.docomo.ne.jp/article/ntv_news24/nation/ntv_news24-2022122104875353?fm=ranking,茅ヶ崎市男性 刺殺 上半身 複数箇所 判明 殺意 犯行 男 逃走中
dmenu,2022-12-21,5,高校バスケ部コーチから「シュートするな」、パワハラ訴え女子生徒が提訴,https://topics.smt.docomo.ne.jp/article/yomiuri/nation/20221220-567-OYT1T50233?fm=ranking,高校バスケ部コーチ シュート パワハラ 女子生徒 提訴
dmenu,2022-12-21,6,2週間天気 今季最強寒波がクリスマスにかけて襲来 大雪警戒 年末年始も厳しい寒さ,https://topics.smt.docomo.ne.jp/article/tenkijp/nation/tenkijp-21068?fm=ranking,2週間天気 今季最強寒波 クリスマス 襲来 大雪警戒 年末年始 さ
dmenu,2022-12-21,7,福岡県や佐賀県など広範囲で硫黄の臭い 通報相次いだが、原因は不明,https://topics.smt.docomo.ne.jp/article/asahi/nation/ASQDP34BDQDPTIPE001?fm=ranking,福岡県 佐賀県 広範囲 硫黄 通報 原因 不明
dmenu,2022-12-21,8,政治と関わり、9宗教法人 投票呼びかけ、共同通信調査,https://topics.smt.docomo.ne.jp/article/kyodo_nor/nation/kyodo_nor-2022122001001249?fm=ranking,政治 9宗教法人 投票 共同通信調査
dmenu,2022-12-21,9,谷賢一さんから「性暴力受けた」 女性が実名で会見,https://topics.smt.docomo.ne.jp/article/mainichi/nation/mainichi-20221220k0000m040202000c?fm=ranking,谷賢一さん 性暴力 女性 実名 会見
dmenu,2022-12-21,10,“クリスマス寒波”襲来 雨のあと雪も 車の立ち往生に再び警戒,https://topics.smt.docomo.ne.jp/article/ntv_news24/nation/ntv_news24-2022122101359696?fm=ranking,クリスマス寒波 襲来 雨 あと雪 車 立ち往生 警戒
dmenu,2022-12-21,11,【速報】東京・渋谷道玄坂の路上 複数人が男性殴って財布奪う 1人逮捕 ほか逃走中,https://topics.smt.docomo.ne.jp/article/tbs/nation/tbs-6058518?fm=ranking,速報 東京 渋谷道玄坂 路上 複数人 男性 財布 1人逮捕 ほか逃走中
