media,date,ranking,title,url,words
jiji,2022-12-18,1,健康な子の死亡、後絶たず＝オミクロン株流行で―識者「ワクチン、正しい情報を」・新型コロナ,https://sp.m.jiji.com/article/show/2868650?free=1,健康 子 死亡 後 オミクロン株流行 識者 ワクチン 情報 新型コロナ
jiji,2022-12-18,2,自民内に秋葉復興相交代論＝通常国会へ年内にも火種除去,https://sp.m.jiji.com/article/show/2868645?free=1,自民内 秋葉復興相交代論 通常国会 年内 火種除去
jiji,2022-12-18,3,高木「霧が晴れそう」＝Ｗ杯スケート,https://sp.m.jiji.com/article/show/2868679?free=1,高木 霧 そう Ｗ杯スケート
jiji,2022-12-18,4,中国、コロナ死者急増か＝火葬場に列、公式発表「ゼロ」―国産ワクチン依存で重症化リスク,https://sp.m.jiji.com/article/show/2868364?free=1,中国 コロナ死者急増 火葬場 列 公式発表 国産ワクチン依存 重症化リスク
jiji,2022-12-18,5,１９日未明、アルゼンチンと仏で決勝＝３位はクロアチア―Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868600?free=1,１９日未明 アルゼンチン 仏 決勝 ３位 クロアチア Ｗ杯サッカー
jiji,2022-12-18,6,ホテルで巨大水槽が破裂,https://sp.m.jiji.com/article/show/2868406?free=1,ホテル 巨大水槽 破裂
jiji,2022-12-18,7,クロアチアが３位＝モロッコに２―１―Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868595?free=1,クロアチア ３位 モロッコ Ｗ杯サッカー
jiji,2022-12-18,8,Ｗ杯スケート・談話,https://sp.m.jiji.com/article/show/2868683?free=1,Ｗ杯スケート 談話
jiji,2022-12-18,9,高木、１５００で優勝 Ｗ杯スケート,https://sp.m.jiji.com/article/show/2868684?free=1,高木 １５００ 優勝 Ｗ杯スケート
jiji,2022-12-18,10,陸自性被害で５人懲戒免職＝ずさん対応の中隊長停職に―防衛省,https://sp.m.jiji.com/article/show/2867288?free=1,陸自性被害 ５人懲戒免職 ずさん対応 中隊長停職 防衛省
jiji,2022-12-18,11,村上、手応え残る４位＝Ｗ杯スケート,https://sp.m.jiji.com/article/show/2868681?free=1,村上 手応え ４位 Ｗ杯スケート
jiji,2022-12-18,12,小林陵は１０位 Ｗ杯ジャンプ,https://sp.m.jiji.com/article/show/2868677?free=1,小林陵 １０位 Ｗ杯ジャンプ
jiji,2022-12-18,13,ゼレンスキー氏の要請拒否か＝Ｗ杯決勝前の平和演説―ＦＩＦＡ,https://sp.m.jiji.com/article/show/2868237?free=1,ゼレンスキー氏 要請拒否 Ｗ杯決勝前 平和演説 ＦＩＦＡ
jiji,2022-12-18,14,３位はクロアチア Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868566?free=1,３位 クロアチア Ｗ杯サッカー
jiji,2022-12-18,15,国内感染、新たに１５万８８１３人＝前週比２万２０００人増―新型コロナ,https://sp.m.jiji.com/article/show/2868446?free=1,国内感染 新た １５万８８１３人 前週比２万２０００人増 新型コロナ
jiji,2022-12-18,16,父親「不信感しかない」＝県警と面会、具体的説明なく―勾留中の男性死亡・愛知,https://sp.m.jiji.com/article/show/2868444?free=1,父親 不信感 県警 面会 具体的説明 勾留中 男性死亡 愛知
jiji,2022-12-18,17,クロアチアが３位 Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868685?free=1,クロアチア ３位 Ｗ杯サッカー
jiji,2022-12-18,18,エボラ規制を解除 ウガンダ,https://sp.m.jiji.com/article/show/2868676?free=1,エボラ規制 解除 ウガンダ
jiji,2022-12-18,19,マチュピチュで観光客救出へ,https://sp.m.jiji.com/article/show/2868345?free=1,マチュピチュ 観光客救出
jiji,2022-12-18,20,ゼレンスキー氏の要請拒否か,https://sp.m.jiji.com/article/show/2868327?free=1,ゼレンスキー氏 要請拒否
jiji,2022-12-18,21,８６年と重なるアルゼンチン＝絶対エース、献身的な仲間―Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868417?free=1,８６年 アルゼンチン 絶対エース 献身的 仲間 Ｗ杯サッカー
jiji,2022-12-18,22,小林陵、２回目で後退＝Ｗ杯ジャンプ男子,https://sp.m.jiji.com/article/show/2868672?free=1,小林陵 ２回目 後退 Ｗ杯ジャンプ男子
jiji,2022-12-18,23,中国空母が沖縄―宮古島間通過,https://sp.m.jiji.com/article/show/2868324?free=1,中国空母 沖縄 宮古島間通過
jiji,2022-12-18,24,高木、１５００で優勝 Ｗ杯スケート,https://sp.m.jiji.com/article/show/2868674?free=1,高木 １５００ 優勝 Ｗ杯スケート
jiji,2022-12-18,25,看板力士、苦戦の１年＝初場所は１横綱１大関に―大相撲クローズアップ（下）,https://sp.m.jiji.com/article/show/2868654?free=1,看板力士 苦戦 １年 初場所 １横綱１大関 大相撲クローズアップ 下
jiji,2022-12-18,26,前田大は前半で交代＝スコットランド・サッカー,https://sp.m.jiji.com/article/show/2868670?free=1,前田大 前半 交代 スコットランド サッカー
jiji,2022-12-18,27,モロッコのレグラギ監督、最後も誠実＝Ｗ杯サッカー,https://sp.m.jiji.com/article/show/2868612?free=1,モロッコ レグラギ監督 最後 誠実 Ｗ杯サッカー
jiji,2022-12-18,28,ウクライナ首都のバー,https://sp.m.jiji.com/article/show/2868401?free=1,ウクライナ首都 バー
jiji,2022-12-18,29,ザグレブで喜ぶサポーター,https://sp.m.jiji.com/article/show/2868673?free=1,ザグレブ サポーター
jiji,2022-12-18,30,ミハイロビッチ氏死去＝サッカー元ユーゴ代表、５３歳,https://sp.m.jiji.com/article/show/2868321?free=1,ミハイロビッチ氏死去 サッカー ユーゴ代表 ５３歳
