media,date,ranking,title,url,words
mainichi,2022-12-18,1,「勝つ」は一番じゃない 小学生をプロに導くロッテジュニアの指導,https://mainichi.jp/articles/20221218/k00/00m/050/011000c,一番 小学生 プロ ロッテジュニア 指導
mainichi,2022-12-18,2,「原爆の父」追放取り消し、68年ぶり 米長官「不公正な手続き」,https://mainichi.jp/articles/20221218/k00/00m/030/037000c,原爆 父 追放取り消し 68年ぶり 米長官 公正 手続き
mainichi,2022-12-18,3,二つの戦争に翻弄された被爆孤児 齢87、広島で探す大切なもの,https://mainichi.jp/articles/20221213/k00/00m/040/331000c,二つ 戦争 翻弄 被爆孤児 齢87 広島 大切
mainichi,2022-12-18,4,「力の指導は罪」 バスケ部の息子を亡くした父が今、望むこと,https://mainichi.jp/articles/20221217/k00/00m/040/077000c,力 指導 罪 バスケ部 息子 父 今
mainichi,2022-12-18,5,アクアライン開業25年 交通量5倍も 無料化への道は「視界不良」,https://mainichi.jp/articles/20221217/k00/00m/040/108000c,アクアライン開業25年 交通量5倍 無料化 道 視界不良
mainichi,2022-12-18,6,駐日英国大使が異例の発言 日本の政治家に死刑廃止を訴える真意,https://mainichi.jp/articles/20221217/k00/00m/040/191000c,日英国大使 異例 発言 日本 政治家 死刑廃止 真意
mainichi,2022-12-18,7,命に関わる感染症に 山林や草地、マダニ注意,https://mainichi.jp/articles/20221031/ddm/013/040/022000c,命 感染症 山林 草地 マダニ注意
mainichi,2022-12-18,8,議員の世襲 そろそろ終わりにしないか,https://mainichi.jp/articles/20221218/ddv/010/070/003000c,議員 世襲
mainichi,2022-12-18,9,「2000万や3000万なんか」裏金要求、スマホで録音 暴いた衆院選の闇,https://mainichi.jp/articles/20221217/k00/00m/010/132000c,2000万 3000万 裏金要求 スマホ 録音 衆院選 闇
mainichi,2022-12-18,10,トリアージは全員「黒」だった 医師らが振り返る未経験の事態,https://mainichi.jp/articles/20221215/k00/00m/040/095000c,トリアージ 全員 黒 医師ら 経験 事態
mainichi,2022-12-18,11,いい人っぽいんだけど 「岸田文雄」大研究／上 側近らしい側近いない？ 真面目でも本心明かさず,https://mainichi.jp/articles/20221212/dde/012/010/010000c,人 岸田文雄 研究 上 側近 側近 真面目 本心
mainichi,2022-12-18,12,確定診断「完治」したのか 記者ががんになった,https://mainichi.jp/premier/politics/articles/20221206/pol/00m/010/005000c,確定診断 完治 記者 がん
mainichi,2022-12-18,13,女性監督が花園で「名門」指揮 再起誓う常翔学園 全国高校ラグビー,https://mainichi.jp/articles/20221217/k00/00m/050/142000c,女性監督 花園 名門 指揮 再起 翔学園 全国高校ラグビー
mainichi,2022-12-18,14,トランプ氏「終わりの始まり」か,https://mainichi.jp/premier/politics/articles/20221217/pol/00m/010/005000c,トランプ氏 始まり
mainichi,2022-12-18,15,方言に込めた島の怒り 沖縄の言葉で歌うラップ、引き継がれる思い,https://mainichi.jp/articles/20221217/k00/00m/040/161000c,方言 島 怒り 沖縄 言葉 ラップ 思い
mainichi,2022-12-18,16,虫食い四文字熟語（12月18日掲載）の解答,https://mainichi.jp/articles/20221217/org/00m/100/007000c,虫食い四文字熟語 12月18日掲載 解答
mainichi,2022-12-18,17,マイナンバーカード＝回答・加藤美穂子,https://mainichi.jp/articles/20221218/ddm/005/070/039000c,マイナンバーカード 回答 加藤美穂子
mainichi,2022-12-18,18,岡崎署勾留死の男性、裸で拘束のまま放置 便器に頭、署員水流す,https://mainichi.jp/articles/20221216/k00/00m/040/300000c,岡崎署勾留死 男性 裸 拘束 まま放置 便器 頭 署員水
mainichi,2022-12-18,19,岡崎署勾留死 署幹部も暴行か 男性を蹴る様子が監視カメラに,https://mainichi.jp/articles/20221216/k00/00m/040/015000c,岡崎署勾留死 署幹部 暴行 男性 様子 監視カメラ
mainichi,2022-12-18,20,岡崎署勾留死「非を認め謝って」 遺族、県警に映像の開示要求,https://mainichi.jp/articles/20221217/k00/00m/040/212000c,岡崎署勾留死 非 遺族 県警 映像 開示要求
